tick_idx,tick_ts,gt_label,vad_active,rgb,a30,a50,a70,eL,lx,ly,eR,rx,ry,eT,tx,ty,eO,ox,oy
324,1781507096204557568,Left,0,324_rgb.jpg,324_a30.jpg,324_a50.jpg,324_a70.jpg,0.922,359,461,0.000,664,406,0.000,471,645,0.239,336,378
325,1781507096454557568,Left,0,325_rgb.jpg,325_a30.jpg,325_a50.jpg,325_a70.jpg,0.922,346,458,0.000,655,403,0.000,457,645,0.239,325,374
326,1781507096704557568,Left,0,326_rgb.jpg,326_a30.jpg,326_a50.jpg,326_a70.jpg,0.929,345,456,0.000,652,404,0.000,460,645,0.263,322,373
327,1781507096954557568,Left,0,327_rgb.jpg,327_a30.jpg,327_a50.jpg,327_a70.jpg,0.792,308,458,0.016,803,453,0.000,466,645,0.514,280,421
328,1781507097204557568,Others,0,328_rgb.jpg,328_a30.jpg,328_a50.jpg,328_a70.jpg,0.522,305,447,0.216,781,454,0.000,476,645,0.671,223,451
329,1781507097454557568,Right,0,329_rgb.jpg,329_a30.jpg,329_a50.jpg,329_a70.jpg,0.004,306,453,0.690,715,465,0.000,377,645,0.020,683,256
330,1781507097704557568,Right,0,330_rgb.jpg,330_a30.jpg,330_a50.jpg,330_a70.jpg,0.000,306,394,0.867,732,451,0.000,377,645,0.125,750,357
331,1781507097954557568,Right,0,331_rgb.jpg,331_a30.jpg,331_a50.jpg,331_a70.jpg,0.000,306,394,0.843,717,453,0.000,377,645,0.102,749,360
332,1781507098204557568,Right,0,332_rgb.jpg,332_a30.jpg,332_a50.jpg,332_a70.jpg,0.000,306,394,0.824,730,452,0.000,377,645,0.067,743,365
333,1781507098454557568,Right,0,333_rgb.jpg,333_a30.jpg,333_a50.jpg,333_a70.jpg,0.004,311,427,0.816,734,442,0.000,377,645,0.063,746,351
334,1781507098704557568,Right,0,334_rgb.jpg,334_a30.jpg,334_a50.jpg,334_a70.jpg,0.000,310,394,0.792,733,449,0.000,377,645,0.039,748,360
335,1781507098954557568,Right,0,335_rgb.jpg,335_a30.jpg,335_a50.jpg,335_a70.jpg,0.000,312,393,0.824,730,452,0.000,377,645,0.067,744,364
336,1781507099204557568,Right,0,336_rgb.jpg,336_a30.jpg,336_a50.jpg,336_a70.jpg,0.035,312,412,0.898,734,447,0.000,377,645,0.227,750,359
337,1781507099454557568,Others,0,337_rgb.jpg,337_a30.jpg,337_a50.jpg,337_a70.jpg,0.561,309,416,0.451,755,474,0.000,438,645,0.690,191,382
338,1781507099704557568,Others,0,338_rgb.jpg,338_a30.jpg,338_a50.jpg,338_a70.jpg,0.667,309,410,0.118,814,475,0.000,452,645,0.706,221,368
339,1781507099954557568,Teleoperator,1,339_rgb.jpg,339_a30.jpg,339_a50.jpg,339_a70.jpg,0.008,310,396,0.000,659,381,0.333,531,836,0.012,172,360
340,1781507100204557568,Teleoperator,1,340_rgb.jpg,340_a30.jpg,340_a50.jpg,340_a70.jpg,0.000,307,394,0.000,660,390,0.373,531,832,0.000,0,0
341,1781507100454557568,Teleoperator,1,341_rgb.jpg,341_a30.jpg,341_a50.jpg,341_a70.jpg,0.012,344,476,0.000,652,385,0.424,533,828,0.000,0,0
342,1781507100704557568,Left,1,342_rgb.jpg,342_a30.jpg,342_a50.jpg,342_a70.jpg,0.816,343,476,0.000,671,402,0.118,530,831,0.231,303,421
343,1781507100954557568,Teleoperator,1,343_rgb.jpg,343_a30.jpg,343_a50.jpg,343_a70.jpg,0.004,303,406,0.000,656,402,0.325,530,838,0.004,282,406
344,1781507101204557568,Teleoperator,1,344_rgb.jpg,344_a30.jpg,344_a50.jpg,344_a70.jpg,0.078,303,455,0.000,664,403,0.345,531,836,0.055,278,425
345,1781507101454557568,Teleoperator,1,345_rgb.jpg,345_a30.jpg,345_a50.jpg,345_a70.jpg,0.000,306,395,0.000,670,402,0.380,532,770,0.004,531,224
346,1781507101704557568,Teleoperator,1,346_rgb.jpg,346_a30.jpg,346_a50.jpg,346_a70.jpg,0.000,301,390,0.000,669,401,0.439,531,792,0.000,0,0
347,1781507101954557568,Teleoperator,1,347_rgb.jpg,347_a30.jpg,347_a50.jpg,347_a70.jpg,0.000,300,390,0.000,663,402,0.490,532,826,0.000,0,0
348,1781507102204557568,Teleoperator,1,348_rgb.jpg,348_a30.jpg,348_a50.jpg,348_a70.jpg,0.000,300,390,0.000,672,406,0.502,531,823,0.000,0,0
349,1781507102454557568,Teleoperator,1,349_rgb.jpg,349_a30.jpg,349_a50.jpg,349_a70.jpg,0.027,300,437,0.000,673,407,0.322,530,835,0.027,209,414
350,1781507102704557568,Others,0,350_rgb.jpg,350_a30.jpg,350_a50.jpg,350_a70.jpg,0.561,308,429,0.031,804,458,0.000,456,645,0.671,191,396
351,1781507102954557568,Left,0,351_rgb.jpg,351_a30.jpg,351_a50.jpg,351_a70.jpg,0.682,308,436,0.047,806,462,0.000,457,645,0.671,206,403
352,1781507103204557568,Others,0,352_rgb.jpg,352_a30.jpg,352_a50.jpg,352_a70.jpg,0.655,306,437,0.067,799,458,0.000,462,645,0.694,199,409
353,1781507103454557568,Others,0,353_rgb.jpg,353_a30.jpg,353_a50.jpg,353_a70.jpg,0.612,302,429,0.043,806,464,0.000,454,645,0.675,192,394
354,1781507103704557568,Others,0,354_rgb.jpg,354_a30.jpg,354_a50.jpg,354_a70.jpg,0.671,302,433,0.067,802,450,0.000,465,645,0.682,210,403
355,1781507103954557568,Others,0,355_rgb.jpg,355_a30.jpg,355_a50.jpg,355_a70.jpg,0.627,302,444,0.059,801,456,0.000,488,645,0.686,209,426
356,1781507104204557568,Others,0,356_rgb.jpg,356_a30.jpg,356_a50.jpg,356_a70.jpg,0.522,303,447,0.016,802,448,0.000,496,645,0.576,526,103
357,1781507104454557568,Left,0,357_rgb.jpg,357_a30.jpg,357_a50.jpg,357_a70.jpg,0.694,303,447,0.055,806,457,0.000,476,645,0.671,210,423
358,1781507104704557568,Others,0,358_rgb.jpg,358_a30.jpg,358_a50.jpg,358_a70.jpg,0.643,304,447,0.031,804,462,0.000,460,645,0.686,209,427
359,1781507104954557568,Others,0,359_rgb.jpg,359_a30.jpg,359_a50.jpg,359_a70.jpg,0.576,302,447,0.063,801,447,0.000,474,645,0.682,211,441
360,1781507105204557568,Others,0,360_rgb.jpg,360_a30.jpg,360_a50.jpg,360_a70.jpg,0.608,302,445,0.039,805,458,0.000,461,645,0.678,209,427
361,1781507105454557568,Others,0,361_rgb.jpg,361_a30.jpg,361_a50.jpg,361_a70.jpg,0.675,298,441,0.043,807,450,0.000,449,645,0.706,208,418
362,1781507105704557568,Others,0,362_rgb.jpg,362_a30.jpg,362_a50.jpg,362_a70.jpg,0.678,299,441,0.078,808,453,0.000,443,645,0.682,208,417
363,1781507105954557568,Left,0,363_rgb.jpg,363_a30.jpg,363_a50.jpg,363_a70.jpg,0.765,295,443,0.098,807,460,0.000,463,645,0.655,209,417
364,1781507106204557568,Left,0,364_rgb.jpg,364_a30.jpg,364_a50.jpg,364_a70.jpg,0.769,296,430,0.059,805,446,0.000,449,645,0.639,227,388
365,1781507106454557568,Left,0,365_rgb.jpg,365_a30.jpg,365_a50.jpg,365_a70.jpg,0.698,296,429,0.082,801,445,0.000,459,645,0.655,226,394
366,1781507106704557568,Left,0,366_rgb.jpg,366_a30.jpg,366_a50.jpg,366_a70.jpg,0.737,296,433,0.098,801,454,0.000,454,645,0.651,227,403
367,1781507106954557568,Left,0,367_rgb.jpg,367_a30.jpg,367_a50.jpg,367_a70.jpg,0.694,298,428,0.086,807,473,0.000,423,645,0.635,218,390
368,1781507107204557568,Left,0,368_rgb.jpg,368_a30.jpg,368_a50.jpg,368_a70.jpg,0.749,298,440,0.055,806,448,0.000,443,645,0.667,208,409
369,1781507107454557568,Left,0,369_rgb.jpg,369_a30.jpg,369_a50.jpg,369_a70.jpg,0.796,300,436,0.059,807,436,0.000,443,645,0.612,226,392
370,1781507107704557568,Left,0,370_rgb.jpg,370_a30.jpg,370_a50.jpg,370_a70.jpg,0.749,302,446,0.063,799,452,0.000,447,645,0.612,238,415
371,1781507107954557568,Left,0,371_rgb.jpg,371_a30.jpg,371_a50.jpg,371_a70.jpg,0.737,303,446,0.027,799,443,0.000,450,645,0.608,243,419
372,1781507108204557568,Left,0,372_rgb.jpg,372_a30.jpg,372_a50.jpg,372_a70.jpg,0.839,345,454,0.016,801,439,0.000,426,645,0.188,342,375
373,1781507108454557568,Left,0,373_rgb.jpg,373_a30.jpg,373_a50.jpg,373_a70.jpg,0.898,334,446,0.000,664,406,0.000,411,645,0.216,326,360
374,1781507108704557568,Left,0,374_rgb.jpg,374_a30.jpg,374_a50.jpg,374_a70.jpg,0.922,328,446,0.000,662,405,0.000,421,645,0.259,311,368
375,1781507108954557568,Left,0,375_rgb.jpg,375_a30.jpg,375_a50.jpg,375_a70.jpg,0.875,344,431,0.000,662,405,0.000,377,645,0.122,303,341
376,1781507109204557568,Left,0,376_rgb.jpg,376_a30.jpg,376_a50.jpg,376_a70.jpg,0.890,344,428,0.000,662,405,0.000,377,645,0.176,329,330
377,1781507109454557568,Left,0,377_rgb.jpg,377_a30.jpg,377_a50.jpg,377_a70.jpg,0.906,344,418,0.000,664,406,0.000,377,645,0.231,328,323
378,1781507109704557568,Right,0,378_rgb.jpg,378_a30.jpg,378_a50.jpg,378_a70.jpg,0.000,305,394,0.627,697,461,0.000,377,645,0.012,697,397
379,1781507109954557568,Right,1,379_rgb.jpg,379_a30.jpg,379_a50.jpg,379_a70.jpg,0.000,305,393,0.835,705,458,0.000,377,645,0.090,726,367
380,1781507110204557568,Teleoperator,1,380_rgb.jpg,380_a30.jpg,380_a50.jpg,380_a70.jpg,0.000,304,391,0.000,671,398,0.353,531,828,0.000,0,0
381,1781507110454557568,Teleoperator,1,381_rgb.jpg,381_a30.jpg,381_a50.jpg,381_a70.jpg,0.000,303,392,0.000,676,404,1.000,498,667,0.165,521,96
382,1781507110704557568,Teleoperator,1,382_rgb.jpg,382_a30.jpg,382_a50.jpg,382_a70.jpg,0.000,306,394,0.000,673,401,1.000,498,667,0.071,526,100
383,1781507110954557568,Teleoperator,1,383_rgb.jpg,383_a30.jpg,383_a50.jpg,383_a70.jpg,0.000,303,391,0.000,676,388,0.467,531,824,0.000,0,0
384,1781507111204557568,Teleoperator,1,384_rgb.jpg,384_a30.jpg,384_a50.jpg,384_a70.jpg,0.000,305,394,0.000,673,390,0.443,530,836,0.000,0,0
385,1781507111454557568,Teleoperator,1,385_rgb.jpg,385_a30.jpg,385_a50.jpg,385_a70.jpg,0.000,305,394,0.000,670,398,0.847,530,843,0.000,0,0
386,1781507111704557568,Teleoperator,1,386_rgb.jpg,386_a30.jpg,386_a50.jpg,386_a70.jpg,0.000,305,394,0.000,677,409,1.000,515,667,0.094,528,97
387,1781507111954557568,Teleoperator,1,387_rgb.jpg,387_a30.jpg,387_a50.jpg,387_a70.jpg,0.000,305,394,0.000,675,411,1.000,498,650,0.055,528,104
388,1781507112204557568,Teleoperator,1,388_rgb.jpg,388_a30.jpg,388_a50.jpg,388_a70.jpg,0.000,304,394,0.000,677,412,0.525,531,706,0.071,529,107
389,1781507112454557568,Teleoperator,1,389_rgb.jpg,389_a30.jpg,389_a50.jpg,389_a70.jpg,0.000,305,394,0.000,677,412,0.490,535,831,0.000,0,0
390,1781507112704557568,Left,0,390_rgb.jpg,390_a30.jpg,390_a50.jpg,390_a70.jpg,0.831,345,467,0.000,678,413,0.000,441,645,0.110,361,363
391,1781507112954557568,Left,0,391_rgb.jpg,391_a30.jpg,391_a50.jpg,391_a70.jpg,0.894,345,464,0.000,678,412,0.000,449,645,0.184,328,381
392,1781507113204557568,Left,0,392_rgb.jpg,392_a30.jpg,392_a50.jpg,392_a70.jpg,0.914,345,461,0.000,679,413,0.000,455,645,0.216,320,380
393,1781507113454557568,Left,0,393_rgb.jpg,393_a30.jpg,393_a50.jpg,393_a70.jpg,0.906,345,458,0.000,675,403,0.000,440,645,0.216,328,376
394,1781507113704557568,Left,0,394_rgb.jpg,394_a30.jpg,394_a50.jpg,394_a70.jpg,0.918,334,455,0.000,675,389,0.000,405,645,0.231,320,372
395,1781507113954557568,Left,0,395_rgb.jpg,395_a30.jpg,395_a50.jpg,395_a70.jpg,0.694,304,448,0.024,811,455,0.000,468,645,0.690,260,432
396,1781507114204557568,Right,0,396_rgb.jpg,396_a30.jpg,396_a50.jpg,396_a70.jpg,0.008,307,405,0.671,723,446,0.000,377,645,0.020,700,280
397,1781507114454557568,Right,0,397_rgb.jpg,397_a30.jpg,397_a50.jpg,397_a70.jpg,0.000,307,396,0.839,730,455,0.000,377,645,0.110,721,367
398,1781507114704557568,Right,0,398_rgb.jpg,398_a30.jpg,398_a50.jpg,398_a70.jpg,0.000,307,396,0.863,724,460,0.000,377,645,0.110,745,373
399,1781507114954557568,Right,1,399_rgb.jpg,399_a30.jpg,399_a50.jpg,399_a70.jpg,0.000,306,395,0.839,713,459,0.000,377,645,0.094,741,369
400,1781507115204557568,Teleoperator,1,400_rgb.jpg,400_a30.jpg,400_a50.jpg,400_a70.jpg,0.000,306,395,0.000,677,411,0.396,531,817,0.004,525,98
401,1781507115454557568,Teleoperator,1,401_rgb.jpg,401_a30.jpg,401_a50.jpg,401_a70.jpg,0.000,306,395,0.000,677,411,1.000,532,650,0.333,514,98
402,1781507115704557568,Teleoperator,1,402_rgb.jpg,402_a30.jpg,402_a50.jpg,402_a70.jpg,0.000,306,395,0.000,677,411,1.000,515,683,0.078,530,100
403,1781507115954557568,Teleoperator,1,403_rgb.jpg,403_a30.jpg,403_a50.jpg,403_a70.jpg,0.000,306,395,0.000,677,411,0.302,531,823,0.039,527,100
404,1781507116204557568,Left,1,404_rgb.jpg,404_a30.jpg,404_a50.jpg,404_a70.jpg,0.506,361,458,0.039,782,459,0.396,530,834,0.075,379,331
405,1781507116454557568,Teleoperator,1,405_rgb.jpg,405_a30.jpg,405_a50.jpg,405_a70.jpg,0.125,306,462,0.314,767,493,0.318,544,835,0.141,807,445
406,1781507116704557568,Left,0,406_rgb.jpg,406_a30.jpg,406_a50.jpg,406_a70.jpg,0.702,307,446,0.161,806,473,0.000,472,645,0.690,259,430
407,1781507116954557568,Others,0,407_rgb.jpg,407_a30.jpg,407_a50.jpg,407_a70.jpg,0.627,324,434,0.137,805,476,0.000,470,645,0.718,242,414
408,1781507117204557568,Others,0,408_rgb.jpg,408_a30.jpg,408_a50.jpg,408_a70.jpg,0.576,326,440,0.024,806,478,0.000,477,645,0.663,250,422
409,1781507117454557568,Others,0,409_rgb.jpg,409_a30.jpg,409_a50.jpg,409_a70.jpg,0.592,323,444,0.012,806,455,0.000,478,645,0.643,261,431
410,1781507117704557568,Left,0,410_rgb.jpg,410_a30.jpg,410_a50.jpg,410_a70.jpg,0.702,323,446,0.008,806,467,0.000,479,645,0.588,260,420
411,1781507117954557568,Right,0,411_rgb.jpg,411_a30.jpg,411_a50.jpg,411_a70.jpg,0.490,323,451,0.882,764,468,0.000,478,645,0.455,807,434
412,1781507118204557568,Right,0,412_rgb.jpg,412_a30.jpg,412_a50.jpg,412_a70.jpg,0.031,323,442,0.882,747,464,0.000,377,645,0.129,750,384
413,1781507118454557568,Right,0,413_rgb.jpg,413_a30.jpg,413_a50.jpg,413_a70.jpg,0.035,323,439,0.867,750,475,0.000,377,645,0.149,766,396
414,1781507118704557568,Left,0,414_rgb.jpg,414_a30.jpg,414_a50.jpg,414_a70.jpg,0.725,324,439,0.067,799,469,0.000,467,645,0.600,254,405
415,1781507118954557568,Others,0,415_rgb.jpg,415_a30.jpg,415_a50.jpg,415_a70.jpg,0.188,323,433,0.004,811,462,0.000,434,645,0.212,530,96
416,1781507119204557568,Left,0,416_rgb.jpg,416_a30.jpg,416_a50.jpg,416_a70.jpg,0.608,323,436,0.176,784,456,0.000,460,645,0.518,548,102
417,1781507119454557568,Right,0,417_rgb.jpg,417_a30.jpg,417_a50.jpg,417_a70.jpg,0.086,323,433,0.894,767,449,0.000,393,645,0.259,777,373
418,1781507119704557568,Left,0,418_rgb.jpg,418_a30.jpg,418_a50.jpg,418_a70.jpg,0.722,323,437,0.306,783,461,0.000,469,645,0.584,243,402
419,1781507119954557568,Left,0,419_rgb.jpg,419_a30.jpg,419_a50.jpg,419_a70.jpg,0.769,323,430,0.008,807,452,0.000,487,645,0.624,231,387
420,1781507120204557568,Left,0,420_rgb.jpg,420_a30.jpg,420_a50.jpg,420_a70.jpg,0.722,325,437,0.016,806,463,0.000,482,645,0.616,242,401
421,1781507120454557568,Others,0,421_rgb.jpg,421_a30.jpg,421_a50.jpg,421_a70.jpg,0.020,323,427,0.000,676,408,0.000,377,645,0.102,514,95
422,1781507120704557568,Teleoperator,1,422_rgb.jpg,422_a30.jpg,422_a50.jpg,422_a70.jpg,0.000,323,390,0.000,677,409,0.212,531,839,0.016,522,95
423,1781507120954557568,Teleoperator,1,423_rgb.jpg,423_a30.jpg,423_a50.jpg,423_a70.jpg,0.000,323,390,0.000,678,410,0.400,530,837,0.000,0,0
424,1781507121204557568,Teleoperator,1,424_rgb.jpg,424_a30.jpg,424_a50.jpg,424_a70.jpg,0.000,323,390,0.000,677,404,0.255,537,841,0.000,0,0
425,1781507121454557568,Teleoperator,1,425_rgb.jpg,425_a30.jpg,425_a50.jpg,425_a70.jpg,0.000,323,390,0.000,673,401,0.576,530,777,0.008,529,513
426,1781507121704557568,Teleoperator,1,426_rgb.jpg,426_a30.jpg,426_a50.jpg,426_a70.jpg,0.004,436,411,0.000,670,386,0.710,531,658,0.118,514,474
427,1781507121954557568,Teleoperator,1,427_rgb.jpg,427_a30.jpg,427_a50.jpg,427_a70.jpg,0.000,298,386,0.000,670,386,0.314,530,832,0.000,0,0
428,1781507122204557568,Teleoperator,1,428_rgb.jpg,428_a30.jpg,428_a50.jpg,428_a70.jpg,0.000,299,387,0.000,670,386,0.255,531,840,0.000,0,0
429,1781507122454557568,Teleoperator,1,429_rgb.jpg,429_a30.jpg,429_a50.jpg,429_a70.jpg,0.000,297,385,0.000,671,385,0.388,531,834,0.000,0,0
430,1781507122704557568,Right,1,430_rgb.jpg,430_a30.jpg,430_a50.jpg,430_a70.jpg,0.000,300,388,0.749,715,453,0.216,539,839,0.063,701,323
431,1781507122954557568,Teleoperator,1,431_rgb.jpg,431_a30.jpg,431_a50.jpg,431_a70.jpg,0.000,299,387,0.000,677,408,0.353,530,841,0.000,0,0
432,1781507123204557568,Teleoperator,1,432_rgb.jpg,432_a30.jpg,432_a50.jpg,432_a70.jpg,0.000,299,387,0.000,673,404,0.353,531,840,0.000,0,0
433,1781507123454557568,Right,1,433_rgb.jpg,433_a30.jpg,433_a50.jpg,433_a70.jpg,0.000,299,387,0.792,727,457,0.000,377,645,0.039,748,371
434,1781507123704557568,Right,0,434_rgb.jpg,434_a30.jpg,434_a50.jpg,434_a70.jpg,0.000,299,387,0.820,716,450,0.000,377,645,0.067,739,363
435,1781507123954557568,Right,0,435_rgb.jpg,435_a30.jpg,435_a50.jpg,435_a70.jpg,0.000,299,387,0.835,715,453,0.000,377,645,0.075,733,368
436,1781507124204557568,Right,0,436_rgb.jpg,436_a30.jpg,436_a50.jpg,436_a70.jpg,0.008,299,457,0.839,750,462,0.000,377,645,0.075,753,381
437,1781507124454557568,Right,0,437_rgb.jpg,437_a30.jpg,437_a50.jpg,437_a70.jpg,0.000,299,387,0.835,700,463,0.000,377,645,0.047,715,379
438,1781507124704557568,Right,0,438_rgb.jpg,438_a30.jpg,438_a50.jpg,438_a70.jpg,0.000,299,387,0.808,715,461,0.000,377,645,0.051,732,373
439,1781507124954557568,Right,0,439_rgb.jpg,439_a30.jpg,439_a50.jpg,439_a70.jpg,0.000,299,387,0.831,734,452,0.000,377,645,0.082,742,366
440,1781507125204557568,Left,0,440_rgb.jpg,440_a30.jpg,440_a50.jpg,440_a70.jpg,0.902,308,436,0.078,812,448,0.000,443,645,0.486,270,375
441,1781507125454557568,Left,0,441_rgb.jpg,441_a30.jpg,441_a50.jpg,441_a70.jpg,0.918,327,438,0.012,814,449,0.000,429,645,0.286,306,363
442,1781507125704557568,Teleoperator,1,442_rgb.jpg,442_a30.jpg,442_a50.jpg,442_a70.jpg,0.004,299,387,0.000,676,405,0.294,531,838,0.000,0,0
443,1781507125954557568,Teleoperator,1,443_rgb.jpg,443_a30.jpg,443_a50.jpg,443_a70.jpg,0.000,299,387,0.000,676,405,0.353,531,834,0.000,0,0
444,1781507126204557568,Teleoperator,1,444_rgb.jpg,444_a30.jpg,444_a50.jpg,444_a70.jpg,0.000,299,387,0.000,675,404,0.376,530,833,0.000,0,0
445,1781507126454557568,Right,1,445_rgb.jpg,445_a30.jpg,445_a50.jpg,445_a70.jpg,0.000,299,387,0.796,730,457,0.000,377,645,0.059,742,364
446,1781507126704557568,Right,1,446_rgb.jpg,446_a30.jpg,446_a50.jpg,446_a70.jpg,0.000,304,392,0.910,765,442,0.000,377,645,0.243,765,362
447,1781507126954557568,Right,0,447_rgb.jpg,447_a30.jpg,447_a50.jpg,447_a70.jpg,0.000,305,393,0.890,746,450,0.000,377,645,0.180,765,363
448,1781507127204557568,Right,0,448_rgb.jpg,448_a30.jpg,448_a50.jpg,448_a70.jpg,0.020,303,451,0.902,750,438,0.000,377,645,0.235,751,356
449,1781507127454557568,Left,0,449_rgb.jpg,449_a30.jpg,449_a50.jpg,449_a70.jpg,0.820,305,446,0.047,805,451,0.000,477,645,0.588,238,397
450,1781507127704557568,Left,0,450_rgb.jpg,450_a30.jpg,450_a50.jpg,450_a70.jpg,0.816,304,438,0.031,812,448,0.000,460,645,0.600,228,389
451,1781507127954557568,Left,0,451_rgb.jpg,451_a30.jpg,451_a50.jpg,451_a70.jpg,0.820,304,448,0.114,784,490,0.000,475,645,0.604,243,405
452,1781507128204557568,Left,0,452_rgb.jpg,452_a30.jpg,452_a50.jpg,452_a70.jpg,0.918,311,459,0.376,783,471,0.000,524,645,0.573,295,399
453,1781507128454557568,Left,0,453_rgb.jpg,453_a30.jpg,453_a50.jpg,453_a70.jpg,0.890,304,456,0.102,827,484,0.000,520,645,0.565,293,400
454,1781507128704557568,Left,0,454_rgb.jpg,454_a30.jpg,454_a50.jpg,454_a70.jpg,0.675,320,444,0.020,826,455,0.000,478,645,0.616,257,421
455,1781507128954557568,Left,0,455_rgb.jpg,455_a30.jpg,455_a50.jpg,455_a70.jpg,0.639,320,448,0.055,826,465,0.000,472,645,0.600,267,434
456,1781507129204557568,Others,0,456_rgb.jpg,456_a30.jpg,456_a50.jpg,456_a70.jpg,0.533,321,449,0.031,818,472,0.000,463,645,0.624,276,447
457,1781507129454557568,Left,0,457_rgb.jpg,457_a30.jpg,457_a50.jpg,457_a70.jpg,0.651,309,455,0.020,824,465,0.000,469,645,0.620,268,443
458,1781507129704557568,Left,0,458_rgb.jpg,458_a30.jpg,458_a50.jpg,458_a70.jpg,0.663,305,455,0.031,817,476,0.000,468,645,0.604,261,441
459,1781507129954557568,Others,0,459_rgb.jpg,459_a30.jpg,459_a50.jpg,459_a70.jpg,0.631,306,455,0.043,827,477,0.000,472,645,0.643,531,106
460,1781507130204557568,Right,0,460_rgb.jpg,460_a30.jpg,460_a50.jpg,460_a70.jpg,0.000,304,389,0.816,733,453,0.000,377,645,0.078,750,368
461,1781507130454557568,Right,0,461_rgb.jpg,461_a30.jpg,461_a50.jpg,461_a70.jpg,0.000,305,391,0.824,733,457,0.000,377,645,0.071,751,371
462,1781507130704557568,Right,0,462_rgb.jpg,462_a30.jpg,462_a50.jpg,462_a70.jpg,0.000,305,390,0.851,732,452,0.000,377,645,0.106,767,365
463,1781507130954557568,Right,0,463_rgb.jpg,463_a30.jpg,463_a50.jpg,463_a70.jpg,0.647,303,452,0.722,766,459,0.000,463,645,0.616,261,439
464,1781507131204557568,Others,0,464_rgb.jpg,464_a30.jpg,464_a50.jpg,464_a70.jpg,0.624,305,448,0.051,812,476,0.000,451,645,0.643,255,436
465,1781507131454557568,Right,0,465_rgb.jpg,465_a30.jpg,465_a50.jpg,465_a70.jpg,0.008,303,463,0.698,733,469,0.000,377,645,0.020,740,405
466,1781507131704557568,Right,0,466_rgb.jpg,466_a30.jpg,466_a50.jpg,466_a70.jpg,0.000,304,391,0.624,732,469,0.000,377,645,0.004,697,114
467,1781507131954557568,Right,0,467_rgb.jpg,467_a30.jpg,467_a50.jpg,467_a70.jpg,0.000,302,390,0.678,730,467,0.000,377,645,0.004,697,114
468,1781507132204557568,Right,0,468_rgb.jpg,468_a30.jpg,468_a50.jpg,468_a70.jpg,0.204,302,440,0.820,749,465,0.000,410,645,0.306,811,432
469,1781507132454557568,Left,0,469_rgb.jpg,469_a30.jpg,469_a50.jpg,469_a70.jpg,0.894,362,465,0.000,679,411,0.000,469,645,0.188,303,402
470,1781507132704557568,Left,0,470_rgb.jpg,470_a30.jpg,470_a50.jpg,470_a70.jpg,0.898,359,444,0.000,679,405,0.000,482,645,0.208,324,357
471,1781507132954557568,Left,1,471_rgb.jpg,471_a30.jpg,471_a50.jpg,471_a70.jpg,0.902,345,444,0.000,679,404,0.004,486,645,0.196,327,353
472,1781507133204557568,Teleoperator,1,472_rgb.jpg,472_a30.jpg,472_a50.jpg,472_a70.jpg,0.000,299,389,0.000,697,391,0.506,531,800,0.004,528,98
473,1781507133454557568,Teleoperator,1,473_rgb.jpg,473_a30.jpg,473_a50.jpg,473_a70.jpg,0.000,299,389,0.000,685,383,1.000,498,650,0.169,528,100
474,1781507133704557568,Teleoperator,1,474_rgb.jpg,474_a30.jpg,474_a50.jpg,474_a70.jpg,0.004,420,403,0.000,675,384,1.000,413,645,1.000,498,110
475,1781507133954557568,Teleoperator,1,475_rgb.jpg,475_a30.jpg,475_a50.jpg,475_a70.jpg,0.000,299,389,0.000,678,385,1.000,447,645,0.545,519,536
476,1781507134204557568,Teleoperator,1,476_rgb.jpg,476_a30.jpg,476_a50.jpg,476_a70.jpg,0.000,307,397,0.000,678,387,0.353,532,836,0.000,0,0
477,1781507134454557568,Teleoperator,1,477_rgb.jpg,477_a30.jpg,477_a50.jpg,477_a70.jpg,0.000,305,394,0.000,677,387,0.329,531,837,0.000,0,0
478,1781507134704557568,Others,0,478_rgb.jpg,478_a30.jpg,478_a50.jpg,478_a70.jpg,0.078,303,433,0.004,709,386,0.000,405,645,0.141,526,95
479,1781507134954557568,Left,0,479_rgb.jpg,479_a30.jpg,479_a50.jpg,479_a70.jpg,0.725,305,447,0.043,673,387,0.000,575,645,0.694,550,108
480,1781507135204557568,Left,0,480_rgb.jpg,480_a30.jpg,480_a50.jpg,480_a70.jpg,0.780,300,446,0.035,703,368,0.000,535,645,0.667,253,421
481,1781507135454557568,Left,0,481_rgb.jpg,481_a30.jpg,481_a50.jpg,481_a70.jpg,0.686,301,432,0.043,782,435,0.000,457,645,0.675,192,386
482,1781507135704557568,Left,0,482_rgb.jpg,482_a30.jpg,482_a50.jpg,482_a70.jpg,0.878,302,444,0.039,800,432,0.000,456,645,0.600,235,394
483,1781507135954557568,Left,0,483_rgb.jpg,483_a30.jpg,483_a50.jpg,483_a70.jpg,0.765,301,442,0.020,814,415,0.000,465,645,0.655,238,409
484,1781507136204557568,Left,0,484_rgb.jpg,484_a30.jpg,484_a50.jpg,484_a70.jpg,0.835,302,440,0.016,815,398,0.000,467,645,0.596,230,387
485,1781507136454557568,Left,0,485_rgb.jpg,485_a30.jpg,485_a50.jpg,485_a70.jpg,0.804,301,427,0.031,814,413,0.000,457,645,0.627,225,372
486,1781507136704557568,Left,0,486_rgb.jpg,486_a30.jpg,486_a50.jpg,486_a70.jpg,0.788,300,432,0.020,816,418,0.000,456,645,0.659,226,380
